STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,UNIT_MEASURE,,EXPEND_SOURCE,,SPENDING_TYPE,,PROGRAMME_TYPE,,PRICE_BASE,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,,CURRENCY,,BASE_PER,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,1.545,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,1.444,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,1.348,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,1.173,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,0.847,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,0.657,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.485,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.394,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.413,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.468,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.184,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.181,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.326,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,0.447,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,0.439,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,ISL,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,0.296,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,0.3,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,0.572,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.662,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.716,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,0.845,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,0.789,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,0.743,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,0.537,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,0.467,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,0.355,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.348,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.305,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.29,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.27,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.687,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.548,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.504,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,0.5,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,0.526,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,HUN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,0.546,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,1.494,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2020,,2.788,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,1.425,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,1.295,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,1.242,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,1.551,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,1.595,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,1.499,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,1.565,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,1.619,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,1.619,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,1.612,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,1.589,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,1.554,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,1.52,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,1.42,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,1.419,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,1.642,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,1.817,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,1.792,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FRA,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,1.675,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,0.423,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,0.516,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.332,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.284,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,0.467,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,0.539,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,0.674,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,0.662,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,0.736,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,0.608,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,0.545,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,0.528,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,0.472,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,0.437,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.857,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.712,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.622,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,0.595,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,0.583,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,SVN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,0.594,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,1.171,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,0.901,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,0.848,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,0.825,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,1.122,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,1.098,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,1.057,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,1.169,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,1.352,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,1.33,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,1.332,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,1.146,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,1.087,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,1.13,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,0.34,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,0.634,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,0.659,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,0.85,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2004,,0.915,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,LUX,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2005,,0.969,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2019,,1.507,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2006,,1.739,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2007,,1.485,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2008,,1.388,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2009,,1.877,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2010,,1.927,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2011,,1.633,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2012,,1.713,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2013,,1.928,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2014,,2.19,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2015,,2.349,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2016,,2.287,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2017,,1.933,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2018,,1.678,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2000,,2.115,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2001,,1.974,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2002,,2.035,,A,,0,,1,,_Z,,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_SOCX_AGG(1.0),,I,FIN,,A,,SOCX,,PT_B1GQ,,ES10,,_T,,TP71,,_Z,,2003,,2.081,,A,,0,,1,,_Z,,,
